| name                   | title                  | level | facing   | categories      | description                                                                                         | detail                                                                                                                                                                                                 | remediation                                                                                | metadata                                                                                                                                                            | cache_key                                                                                                            |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_profiles_role\` on table \`public.profiles\` has not been used                                                                                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"profiles","type":"table","schema":"public"}                                                                                                                | unused_index_public_profiles_idx_profiles_role                                                                       |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_equipment_options_category\` on table \`public.equipment_options\` has not been used                                                                                                       | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"equipment_options","type":"table","schema":"public"}                                                                                                       | unused_index_public_equipment_options_idx_equipment_options_category                                                 |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_exercise_library_muscle_groups\` on table \`public.exercise_library\` has not been used                                                                                                    | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"exercise_library","type":"table","schema":"public"}                                                                                                        | unused_index_public_exercise_library_idx_exercise_library_muscle_groups                                              |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_exercise_library_equipment\` on table \`public.exercise_library\` has not been used                                                                                                        | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"exercise_library","type":"table","schema":"public"}                                                                                                        | unused_index_public_exercise_library_idx_exercise_library_equipment                                                  |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_exercise_library_system\` on table \`public.exercise_library\` has not been used                                                                                                           | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"exercise_library","type":"table","schema":"public"}                                                                                                        | unused_index_public_exercise_library_idx_exercise_library_system                                                     |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_fasts_user\` on table \`public.fasts\` has not been used                                                                                                                                   | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"fasts","type":"table","schema":"public"}                                                                                                                   | unused_index_public_fasts_idx_fasts_user                                                                             |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_workout_routines_user\` on table \`public.workout_routines\` has not been used                                                                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"workout_routines","type":"table","schema":"public"}                                                                                                        | unused_index_public_workout_routines_idx_workout_routines_user                                                       |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_routine_blueprints_client\` on table \`public.routine_blueprints\` has not been used                                                                                                       | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_blueprints","type":"table","schema":"public"}                                                                                                      | unused_index_public_routine_blueprints_idx_routine_blueprints_client                                                 |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_routine_blueprints_template\` on table \`public.routine_blueprints\` has not been used                                                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_blueprints","type":"table","schema":"public"}                                                                                                      | unused_index_public_routine_blueprints_idx_routine_blueprints_template                                               |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_routine_blueprints_goal\` on table \`public.routine_blueprints\` has not been used                                                                                                         | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_blueprints","type":"table","schema":"public"}                                                                                                      | unused_index_public_routine_blueprints_idx_routine_blueprints_goal                                                   |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_routine_blueprints_source\` on table \`public.routine_blueprints\` has not been used                                                                                                       | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_blueprints","type":"table","schema":"public"}                                                                                                      | unused_index_public_routine_blueprints_idx_routine_blueprints_source                                                 |
